-0.8979107878	-0.7904802223	0.2020075974	0.4401774837	-0.6124875657	-0.9793839546
-0.8970286376	-0.7929238422	0.1961276928	0.4419724237	-0.6093207533	-0.9805783641
-0.8961428993	-0.7953547754	0.1902407276	0.4437655959	-0.6061441918	-0.9817374728
-0.8932844659	-0.8030480546	0.1713574621	0.449491783	-0.5959142741	-0.9852089221
-0.8899566024	-0.8117209152	0.1495937102	0.4560452234	-0.5840455084	-0.9887475521
-0.882663807	-0.8297126246	0.1027258124	0.4700048977	-0.5581907922	-0.9947097101
-0.8700235074	-0.857860996	0.02415499687	0.4930102397	-0.513881807	-0.9997082255
-0.8535180024	-0.8894739073	-0.07342651373	0.5210633547	-0.4569859607	-0.9973006302
-0.832053776	-0.9230720947	-0.1919931265	0.5546949736	-0.3846269724	-0.9813962703
-0.8074106282	-0.9527282253	-0.3167894252	0.5899898961	-0.3038238449	-0.9484958936
-0.7825804138	-0.9743901107	-0.4306317635	0.6225495128	-0.2248642083	-0.9025277194
-0.7425369212	-0.9947100875	-0.5899869303	0.6698051363	-0.1027221587	-0.8074127953
-0.714493572	-0.999779431	-0.6844817998	0.6996420053	-0.02100212893	-0.7290299485
-0.6705871556	-0.9949243498	-0.8055438043	0.7418307534	0.1006257334	-0.5925362262
-0.6291040028	-0.9780316804	-0.8913853975	0.7773211393	0.2084563073	-0.4532461507
-0.5806281487	-0.9454587303	-0.9588979882	0.8141688725	0.3257419059	-0.283751032
-0.5192729584	-0.8875501113	-0.9977426829	0.8546084452	0.4607111893	-0.06715309892
-0.4588495832	-0.8153885219	-0.9901185885	0.8885139616	0.57891412	0.1402325947
-0.4268440036	-0.7720116389	-0.9694552661	0.9043252715	0.6356083932	0.2452681939
-0.3817139968	-0.7056216003	-0.9226705604	0.9242804902	0.7085888492	0.3855892076
-0.3622213683	-0.6752473507	-0.8965640721	0.9320920986	0.7375913607	0.44291406
-0.3396079094	-0.6388480524	-0.8621510093	0.9405670991	0.7693329357	0.5066513961
-0.3048205435	-0.5806281487	-0.80117134	0.9524098048	0.8141688725	0.598435029
-0.2756828421	-0.5299995206	-0.7432398071	0.9612486518	0.8479979411	0.6690251035
-0.2330374837	-0.4532428765	-0.6484906798	0.9724677533	0.8913870624	0.7612225944
-0.177553607	-0.3494649618	-0.51027111	0.9841111302	0.9369494333	0.8600136012
-0.1298324524	-0.2574670873	-0.3807432921	0.9915359471	0.9662870686	0.9246807803
-0.08390125085	-0.1672108425	-0.249341288	0.996474074	0.9859211602	0.9684156763
-0.03779099895	-0.07552800704	-0.1131571105	0.9992856651	0.9971436808	0.9935771074
0.004199987652	0.008399901216	0.01259966661	0.99999118	0.9999647202	0.9999206211
0.04198765309	0.08390125085	0.1256668685	0.9991181296	0.996474074	0.9920724964
0.07343384031	0.1464711512	0.2187175445	0.9973000908	0.9892149422	0.9757882125
0.1194143593	0.2371197809	0.3514317836	0.9928445048	0.9714804216	0.9362134914
0.1981792727	0.3884970868	0.5634038352	0.98016579	0.9214499517	0.8261816498
0.3158003005	0.5992788695	0.8214220606	0.9488256796	0.8005403404	0.5703207854
0.4829320241	0.8457664302	0.9982719939	0.8756578442	0.5335533202	0.05876245609
0.7159612437	0.9996824042	0.679875358	0.6981400272	-0.02520100496	-0.7333276877
0.9061115888	0.7666406378	-0.257474186	0.4230387555	-0.6420764226	-0.9662851771
0.9570913393	-0.5547041425	-0.6355998859	-0.2897864184	-0.8320476635	0.772018643
0.4718542154	-0.8320456259	0.9953360756	-0.8816765844	0.5547071988	-0.09646811235
